id_gatto,eta_mesi,razza,sesso,peso_nascita_kg,lunghezza_cm,altezza_spalla_cm,attivita_giornaliera,quantita_cibo_giorno_g,tipo_cibo,pelo_lungo,sterilizzato,temperatura_media_zona,vive_interno,peso_adulto_kg
1188,106,Siamese,Maschio,0.14,60.6,30.0,3.0,90.2,Secco,0,1,21.3,1,7.42
1189,41,Persiano,Maschio,0.16,50.2,21.4,4.5,81.3,Secco,1,1,20.0,1,4.82
1190,29,Maine Coon,Maschio,0.13,54.9,23.0,4.7,103.0,Misto,1,0,11.1,1,4.86
1191,100,Bengala,Femmina,0.12,61.7,26.5,3.2,81.6,Secco,0,1,17.3,0,7.37
1192,11,Siamese,Femmina,0.11,48.0,25.4,2.8,78.5,Umido,0,1,24.5,1,4.07
1193,71,Persiano,Maschio,0.13,54.8,24.4,3.8,86.5,Secco,1,0,6.0,1,5.97
1194,89,Persiano,Maschio,0.12,62.4,36.6,5.2,103.7,Secco,1,1,11.3,0,7.26
1195,97,Maine Coon,Femmina,0.1,51.8,30.9,3.8,83.1,Misto,1,1,13.0,1,6.48
1196,80,Maine Coon,Maschio,0.11,63.9,22.0,4.9,89.1,Misto,1,1,21.3,1,6.51
1197,9,Europeo,Maschio,0.1,40.9,33.1,5.2,93.3,Misto,0,0,15.5,1,4.19
1198,84,Siamese,Maschio,0.12,53.9,29.0,3.7,79.8,Umido,0,1,18.6,1,6.59
1199,11,Europeo,Maschio,0.12,50.5,28.1,3.8,118.6,Misto,0,1,20.5,1,4.91
1200,118,Persiano,Femmina,0.15,45.4,32.4,4.2,125.3,Secco,1,1,20.4,1,8.1
1201,99,Bengala,Femmina,0.11,64.6,32.0,5.7,85.3,Misto,0,1,14.7,0,7.15
1202,107,Bengala,Maschio,0.12,59.0,28.6,3.5,71.0,Umido,0,0,16.4,0,7.12
1203,56,Maine Coon,Femmina,0.15,73.7,29.5,5.7,82.1,Secco,1,1,17.0,0,6.25
1204,67,Bengala,Maschio,0.16,66.3,27.6,4.4,97.7,Secco,0,1,26.3,1,5.46
1205,62,Bengala,Maschio,0.13,51.1,29.9,2.9,84.1,Umido,0,1,16.9,0,5.53
1206,71,Bengala,Maschio,0.11,64.6,27.6,3.9,62.2,Misto,0,1,21.1,0,6.24
1207,84,Persiano,Femmina,0.11,59.3,27.7,2.3,81.5,Misto,1,1,21.6,1,7.23
1208,80,Bengala,Femmina,0.08,54.6,21.7,2.0,92.1,Misto,0,1,23.5,0,6.41
1209,13,Bengala,Femmina,0.1,34.7,25.6,4.9,109.5,Misto,0,0,22.4,1,4.42
1210,31,Bengala,Femmina,0.12,38.1,27.7,5.2,125.5,Umido,0,1,18.3,0,4.68
1211,56,Europeo,Femmina,0.12,50.6,37.0,4.0,79.0,Umido,0,0,20.5,0,5.55
1212,50,Persiano,Maschio,0.13,46.5,29.9,4.1,75.7,Misto,1,1,30.5,1,5.33
1213,49,Maine Coon,Maschio,0.12,51.5,23.8,3.1,81.2,Umido,1,1,14.3,1,5.59
1214,10,Europeo,Femmina,0.11,55.6,20.4,4.3,69.7,Secco,0,1,15.5,0,4.53
1215,75,Siamese,Femmina,0.13,58.6,30.1,7.0,80.0,Misto,0,1,12.2,0,6.39
1216,31,Persiano,Femmina,0.17,43.2,22.8,5.5,77.1,Secco,1,0,18.9,0,4.66
1217,73,Persiano,Maschio,0.11,58.8,25.8,3.9,94.3,Secco,1,0,15.7,0,6.7
1218,24,Siamese,Femmina,0.12,41.0,22.5,3.8,70.9,Secco,0,0,12.7,0,5.04
1219,89,Siamese,Maschio,0.14,45.9,27.8,3.4,103.3,Misto,0,1,18.0,0,6.7
1220,102,Siamese,Maschio,0.11,57.9,33.8,1.9,106.8,Misto,0,1,11.2,0,7.41
1221,25,Maine Coon,Femmina,0.15,41.8,16.3,3.3,64.1,Misto,1,1,24.3,1,4.59
1222,118,Bengala,Maschio,0.09,52.3,37.4,5.0,63.9,Umido,0,0,23.2,0,7.61
1223,17,Persiano,Maschio,0.11,53.7,24.8,2.6,74.5,Misto,1,1,26.8,1,4.62
1224,52,Bengala,Femmina,0.11,54.8,24.4,3.6,79.2,Secco,0,0,31.3,1,4.72
1225,6,Bengala,Maschio,0.12,43.0,29.7,2.3,109.9,Misto,0,1,9.9,1,4.39
1226,95,Siamese,Femmina,0.08,43.1,28.7,5.2,89.4,Umido,0,0,17.2,0,7.28
1227,19,Maine Coon,Maschio,0.15,41.8,20.7,2.1,92.6,Misto,1,1,24.5,1,4.05
1228,69,Europeo,Femmina,0.13,65.5,20.8,4.9,98.2,Umido,0,0,24.3,1,5.51
1229,43,Maine Coon,Femmina,0.14,56.1,30.6,5.5,73.4,Secco,1,1,22.3,0,5.16
1230,42,Bengala,Maschio,0.15,59.2,30.9,3.5,82.0,Secco,0,1,12.8,0,5.69
1231,16,Maine Coon,Femmina,0.11,48.4,23.7,3.0,85.7,Secco,1,1,19.4,0,4.07
1232,105,Siamese,Maschio,0.07,53.0,36.9,4.7,97.0,Secco,0,1,23.3,0,7.8
1233,82,Europeo,Maschio,0.14,59.5,29.3,6.4,64.1,Secco,0,0,16.3,0,6.07
1234,112,Siamese,Femmina,0.11,65.2,37.2,6.0,80.1,Secco,0,1,14.2,0,7.97
1235,8,Europeo,Maschio,0.1,42.4,20.6,3.9,88.0,Umido,0,0,16.6,0,3.79
1236,38,Bengala,Femmina,0.13,43.8,21.5,2.7,76.6,Secco,0,1,15.2,1,4.73
1237,11,Europeo,Maschio,0.17,35.5,23.0,3.7,59.4,Misto,0,1,19.4,1,4.16
1238,55,Europeo,Maschio,0.12,45.3,25.8,1.5,68.6,Umido,0,1,10.8,1,5.67
1239,15,Europeo,Femmina,0.14,51.2,31.5,3.2,58.6,Umido,0,1,26.2,0,4.27
1240,10,Maine Coon,Maschio,0.1,41.8,27.0,4.7,117.0,Misto,1,1,15.2,1,4.54
1241,28,Maine Coon,Maschio,0.09,54.3,22.6,3.4,80.4,Misto,1,1,12.9,0,5.17
1242,15,Bengala,Maschio,0.14,60.3,25.8,3.1,84.9,Misto,0,1,16.0,1,3.97
1243,49,Europeo,Maschio,0.13,50.1,25.3,3.9,68.2,Misto,0,1,19.3,0,5.44
1244,7,Persiano,Maschio,0.11,45.6,21.3,3.6,91.8,Misto,1,1,10.2,0,4.27
1245,18,Bengala,Maschio,0.15,50.6,25.5,5.1,104.1,Secco,0,1,15.1,0,4.17
1246,45,Europeo,Maschio,0.08,45.5,26.3,2.0,65.7,Umido,0,0,17.7,1,4.97
1247,7,Europeo,Maschio,0.1,41.2,21.5,4.8,71.7,Misto,0,1,14.6,1,3.94
1248,89,Maine Coon,Femmina,0.11,49.6,25.6,3.9,77.9,Misto,1,1,13.2,1,6.94
1249,70,Bengala,Maschio,0.11,44.0,32.6,4.7,61.4,Umido,0,0,22.7,1,5.93
1250,68,Europeo,Maschio,0.15,58.1,30.5,1.9,91.4,Umido,0,1,22.6,0,6.73
1251,106,Europeo,Femmina,0.12,52.1,35.0,5.3,105.8,Secco,0,0,22.6,0,7.43
1252,78,Bengala,Femmina,0.12,60.6,27.5,4.8,60.9,Umido,0,1,20.8,1,6.03
1253,22,Persiano,Femmina,0.09,50.9,20.7,6.5,110.6,Misto,1,0,12.1,0,4.54
1254,14,Bengala,Maschio,0.14,46.2,22.8,2.8,103.2,Umido,0,1,17.9,0,4.81
1255,80,Bengala,Femmina,0.1,58.7,34.1,3.1,29.4,Misto,0,1,24.8,0,6.64
1256,20,Persiano,Femmina,0.09,40.4,18.0,1.3,60.5,Umido,1,0,11.9,1,4.34
1257,29,Bengala,Maschio,0.11,42.4,33.7,2.8,73.5,Umido,0,1,13.1,0,5.17
1258,43,Europeo,Maschio,0.12,54.3,21.6,6.2,103.8,Secco,0,1,19.3,1,5.43
1259,40,Bengala,Femmina,0.11,33.6,30.9,4.4,97.6,Misto,0,1,21.8,0,5.29
1260,99,Persiano,Femmina,0.13,55.0,24.8,2.9,67.3,Secco,1,0,21.4,1,6.75
1261,100,Siamese,Maschio,0.11,59.1,27.0,4.2,120.9,Secco,0,1,19.6,0,7.67
1262,54,Bengala,Maschio,0.14,59.6,17.4,3.9,73.8,Misto,0,0,13.0,1,5.41
1263,74,Maine Coon,Maschio,0.13,63.0,38.0,1.1,65.5,Umido,1,0,20.5,0,5.81
1264,67,Europeo,Maschio,0.16,50.8,31.2,1.4,59.6,Secco,0,1,14.9,1,6.08
1265,65,Europeo,Maschio,0.11,56.9,31.4,5.7,87.8,Umido,0,1,19.7,1,6.36
1266,113,Maine Coon,Femmina,0.14,50.7,28.2,5.1,108.3,Umido,1,1,17.4,0,7.47
1267,55,Maine Coon,Maschio,0.08,47.4,23.1,1.8,65.6,Secco,1,1,16.4,0,5.48
1268,83,Bengala,Maschio,0.18,62.9,33.0,3.8,91.8,Secco,0,1,29.7,1,6.77
1269,80,Maine Coon,Maschio,0.14,52.7,23.0,2.9,89.9,Secco,1,1,12.1,1,6.91
1270,14,Siamese,Maschio,0.11,47.5,24.9,5.6,90.6,Umido,0,1,14.3,1,4.28
1271,39,Persiano,Maschio,0.11,41.7,20.7,4.7,95.8,Misto,1,1,23.3,0,5.14
1272,81,Maine Coon,Femmina,0.12,56.1,29.7,2.3,102.7,Misto,1,1,26.7,1,6.86
1273,104,Maine Coon,Maschio,0.16,60.7,20.6,4.2,93.9,Secco,1,0,21.3,0,7.25
1274,40,Siamese,Femmina,0.14,54.1,19.6,3.9,108.7,Umido,0,0,16.9,1,4.85
1275,6,Europeo,Maschio,0.11,37.1,21.0,3.9,65.8,Secco,0,1,14.0,1,3.86
1276,45,Europeo,Femmina,0.1,56.5,30.3,3.2,77.6,Umido,0,0,22.3,0,5.32
1277,69,Bengala,Femmina,0.14,44.9,25.8,4.0,66.0,Misto,0,0,18.0,0,6.19
1278,27,Siamese,Maschio,0.14,47.5,31.3,2.7,96.4,Misto,0,1,15.4,0,4.72
1279,65,Persiano,Maschio,0.13,40.2,35.8,2.2,108.8,Secco,1,1,23.4,1,6.22
1280,69,Persiano,Maschio,0.12,50.6,26.9,2.1,78.0,Secco,1,0,17.2,0,6.2
1281,98,Siamese,Maschio,0.11,47.8,22.5,2.4,90.4,Misto,0,0,11.4,1,6.98
1282,77,Persiano,Maschio,0.15,49.6,33.7,4.6,59.3,Umido,1,0,18.6,1,6.0
1283,16,Europeo,Femmina,0.16,47.0,18.1,4.7,89.8,Misto,0,1,16.3,1,4.91
1284,110,Persiano,Maschio,0.13,61.8,26.0,6.2,58.9,Umido,1,1,13.0,0,6.96
1285,106,Persiano,Maschio,0.14,61.2,21.8,3.7,88.6,Secco,1,1,19.5,0,6.99
1286,19,Siamese,Femmina,0.12,30.5,30.8,5.1,51.7,Misto,0,1,20.3,1,4.32
1287,65,Siamese,Maschio,0.09,56.2,31.1,4.1,122.1,Secco,0,1,5.4,1,5.74
1288,35,Persiano,Femmina,0.1,49.9,34.8,4.4,87.8,Misto,1,1,23.5,1,5.07
1289,40,Maine Coon,Maschio,0.14,45.1,24.8,5.2,88.6,Secco,1,1,23.0,0,5.49
1290,90,Siamese,Femmina,0.15,47.8,25.4,4.9,128.0,Misto,0,1,17.4,1,7.3
1291,42,Bengala,Maschio,0.14,48.8,24.5,4.2,89.7,Misto,0,0,14.0,1,5.12
1292,10,Bengala,Femmina,0.13,47.6,18.8,3.1,54.0,Secco,0,1,20.7,1,4.11
1293,88,Europeo,Femmina,0.14,56.4,36.5,4.4,80.2,Misto,0,1,18.0,0,7.12
1294,83,Persiano,Maschio,0.12,51.9,46.0,6.0,130.9,Misto,1,1,15.3,0,6.74
1295,31,Maine Coon,Maschio,0.13,30.4,22.9,4.3,70.7,Misto,1,1,15.4,1,4.88
1296,67,Europeo,Maschio,0.12,48.2,31.3,3.4,78.0,Misto,0,0,18.9,0,5.91
1297,9,Persiano,Femmina,0.1,37.6,24.7,5.2,121.3,Secco,1,0,24.6,1,3.93
1298,94,Siamese,Femmina,0.14,68.8,31.9,1.9,68.4,Secco,0,1,11.4,1,6.71
1299,114,Bengala,Femmina,0.15,56.8,36.0,3.5,85.1,Misto,0,0,19.6,1,7.4
1300,47,Maine Coon,Maschio,0.17,54.9,21.6,2.5,112.0,Misto,1,1,13.6,0,5.97
1301,94,Bengala,Maschio,0.13,58.8,27.3,3.8,76.1,Secco,0,1,19.6,0,7.29
1302,23,Siamese,Femmina,0.1,49.5,32.2,5.9,75.8,Misto,0,1,20.9,1,4.66
1303,45,Persiano,Maschio,0.11,46.6,29.8,5.0,53.1,Umido,1,0,11.8,1,5.4
1304,77,Siamese,Femmina,0.12,48.9,30.5,1.2,60.3,Secco,0,1,20.9,1,5.89
1305,44,Siamese,Maschio,0.12,35.3,29.7,3.1,68.5,Misto,0,1,19.3,0,5.09
1306,109,Bengala,Maschio,0.13,56.9,33.5,1.8,76.3,Umido,0,1,24.5,0,8.0
1307,19,Maine Coon,Femmina,0.13,49.0,31.7,5.6,98.3,Misto,1,1,18.1,0,5.25
1308,37,Siamese,Maschio,0.14,48.4,30.6,3.1,85.3,Misto,0,1,19.4,1,4.91
1309,56,Bengala,Maschio,0.12,51.6,27.5,4.1,63.6,Misto,0,1,20.1,1,5.81
1310,43,Maine Coon,Maschio,0.08,40.9,28.9,4.2,115.6,Umido,1,1,25.1,1,5.28
1311,102,Persiano,Maschio,0.12,53.1,29.8,4.3,66.6,Umido,1,0,8.9,0,6.94
1312,28,Persiano,Maschio,0.12,43.3,22.7,0.5,117.1,Secco,1,1,10.2,0,5.04
1313,68,Europeo,Femmina,0.13,56.5,28.1,4.5,92.0,Misto,0,0,17.5,1,5.55
1314,20,Bengala,Maschio,0.11,47.3,25.4,3.2,107.3,Misto,0,1,19.8,0,4.84
1315,102,Maine Coon,Femmina,0.12,50.7,21.6,5.3,101.2,Umido,1,1,9.7,1,7.57
1316,30,Siamese,Maschio,0.13,46.9,30.4,4.3,118.7,Misto,0,1,17.7,0,5.14
1317,22,Persiano,Maschio,0.12,39.9,30.8,4.9,88.9,Misto,1,0,14.2,0,4.46
1318,102,Maine Coon,Femmina,0.13,52.9,32.8,2.9,80.5,Misto,1,1,11.5,0,7.17
1319,116,Bengala,Femmina,0.12,60.7,35.2,2.3,90.7,Umido,0,0,17.1,1,6.88
1320,71,Europeo,Maschio,0.12,42.8,27.7,5.3,85.1,Misto,0,1,21.6,1,5.33
1321,83,Persiano,Maschio,0.06,52.9,26.6,4.8,98.7,Misto,1,0,27.3,1,7.0
1322,58,Maine Coon,Femmina,0.1,45.6,32.6,4.3,119.6,Secco,1,0,28.6,1,5.7
1323,109,Maine Coon,Femmina,0.1,46.6,25.2,4.3,54.8,Misto,1,1,24.2,1,6.86
1324,109,Maine Coon,Femmina,0.12,69.0,25.0,4.6,87.7,Umido,1,1,19.6,0,7.37
1325,56,Bengala,Femmina,0.15,59.4,30.0,2.1,128.2,Umido,0,1,17.5,1,6.02
1326,44,Bengala,Maschio,0.12,45.2,29.3,5.6,83.4,Misto,0,0,18.7,1,5.01
1327,56,Bengala,Maschio,0.14,48.6,32.5,3.8,107.9,Secco,0,1,18.7,0,6.08
1328,75,Siamese,Maschio,0.13,38.3,20.2,3.8,105.0,Misto,0,0,23.6,1,5.54
1329,11,Maine Coon,Maschio,0.12,35.0,25.1,3.4,58.0,Misto,1,0,26.0,0,4.14
1330,72,Persiano,Maschio,0.13,44.3,22.9,0.5,86.9,Misto,1,1,12.2,1,6.32
1331,12,Bengala,Femmina,0.12,46.0,29.9,4.9,94.2,Umido,0,1,16.5,1,4.31
1332,56,Bengala,Femmina,0.12,49.8,34.5,2.5,148.6,Misto,0,0,22.8,0,6.24
1333,77,Maine Coon,Femmina,0.13,55.0,31.4,4.2,35.9,Umido,1,1,17.4,1,6.67
1334,47,Bengala,Maschio,0.15,54.5,24.6,2.8,53.2,Secco,0,0,15.9,0,5.08
1335,69,Siamese,Femmina,0.13,53.8,24.7,3.5,82.4,Misto,0,1,23.8,1,6.04
1336,20,Siamese,Maschio,0.12,39.4,23.9,3.4,79.6,Umido,0,0,15.5,1,4.31
1337,116,Bengala,Maschio,0.1,58.9,26.6,2.7,67.7,Umido,0,1,21.3,0,7.75
1338,34,Maine Coon,Maschio,0.15,52.8,25.9,3.7,71.0,Umido,1,0,16.4,0,5.2
1339,38,Maine Coon,Femmina,0.09,45.8,23.1,3.3,100.3,Misto,1,1,29.1,1,5.39
1340,99,Maine Coon,Maschio,0.09,42.0,23.0,2.4,68.0,Secco,1,1,24.3,1,7.04
1341,108,Europeo,Maschio,0.13,64.1,32.3,5.8,80.8,Umido,0,1,16.3,1,7.49
1342,32,Bengala,Femmina,0.1,48.8,28.9,2.8,105.5,Misto,0,0,19.4,1,5.1
1343,41,Maine Coon,Maschio,0.14,29.7,35.5,4.8,106.5,Umido,1,1,20.9,0,5.69
1344,34,Siamese,Femmina,0.09,62.9,24.5,5.0,80.4,Umido,0,0,15.9,0,4.92
1345,43,Persiano,Maschio,0.14,45.9,17.7,5.4,61.5,Misto,1,1,16.4,0,5.59
1346,62,Persiano,Femmina,0.14,68.3,32.2,3.2,104.0,Umido,1,1,22.2,0,5.98
1347,102,Maine Coon,Maschio,0.12,57.8,34.7,3.7,68.6,Umido,1,1,18.0,1,7.31
1348,106,Persiano,Maschio,0.08,54.2,36.0,3.7,113.2,Misto,1,1,11.0,1,7.69
1349,32,Persiano,Femmina,0.09,49.5,34.0,4.8,98.0,Secco,1,0,20.8,1,4.99
1350,60,Europeo,Maschio,0.12,46.0,35.4,3.6,83.3,Secco,0,1,22.8,0,6.51
1351,38,Siamese,Femmina,0.12,49.2,22.0,4.7,98.2,Secco,0,0,16.4,0,4.98
1352,73,Siamese,Maschio,0.13,66.4,36.4,3.6,48.2,Secco,0,1,14.1,1,6.72
1353,91,Europeo,Femmina,0.12,47.8,27.9,5.7,121.0,Misto,0,1,24.6,0,6.83
1354,71,Europeo,Maschio,0.12,55.8,32.5,4.0,83.8,Misto,0,1,18.8,0,6.3
1355,15,Persiano,Maschio,0.07,41.5,27.0,3.8,90.9,Secco,1,1,17.6,1,4.54
1356,10,Bengala,Maschio,0.14,44.8,20.6,4.5,77.5,Misto,0,1,17.6,1,4.07
1357,79,Persiano,Femmina,0.11,66.7,34.8,6.5,89.6,Secco,1,1,25.3,1,6.41
1358,102,Europeo,Femmina,0.11,58.9,27.8,3.1,118.2,Umido,0,0,19.3,0,7.32
1359,43,Siamese,Femmina,0.1,54.5,36.4,5.6,85.8,Umido,0,1,20.2,1,5.48
1360,18,Persiano,Femmina,0.09,47.3,22.1,2.8,77.2,Umido,1,0,17.2,0,4.2
1361,36,Bengala,Femmina,0.15,67.5,21.8,4.1,101.9,Secco,0,1,18.1,0,4.71
1362,52,Persiano,Maschio,0.14,43.6,24.3,2.8,91.8,Umido,1,1,16.4,1,5.13
1363,105,Maine Coon,Maschio,0.14,44.4,37.7,3.4,117.9,Secco,1,1,20.4,0,7.17
1364,114,Persiano,Maschio,0.12,68.2,22.9,3.0,45.7,Misto,1,0,12.4,1,7.22
1365,93,Europeo,Maschio,0.09,51.6,34.2,5.0,80.8,Umido,0,1,19.2,1,7.2
1366,57,Siamese,Maschio,0.16,53.6,37.0,3.3,58.1,Umido,0,1,16.2,1,5.55
1367,61,Siamese,Femmina,0.13,63.1,27.2,4.8,114.2,Umido,0,1,15.4,1,6.29
1368,20,Europeo,Maschio,0.12,50.0,24.0,3.2,60.6,Misto,0,1,20.2,1,4.11
1369,34,Maine Coon,Femmina,0.11,64.0,27.1,4.0,94.6,Secco,1,0,18.0,1,5.02
1370,13,Europeo,Maschio,0.08,47.3,20.0,6.2,66.3,Umido,0,0,13.0,0,3.95
1371,10,Persiano,Femmina,0.14,41.0,38.7,2.9,75.8,Umido,1,1,13.6,0,4.56
1372,34,Europeo,Femmina,0.1,31.9,30.0,2.9,65.9,Secco,0,1,19.0,1,4.71
1373,52,Europeo,Femmina,0.13,52.3,21.5,3.6,87.1,Umido,0,0,14.1,1,5.32
1374,73,Maine Coon,Maschio,0.14,36.6,24.6,4.0,128.6,Umido,1,1,9.7,0,6.68
1375,81,Persiano,Maschio,0.13,55.4,29.9,4.9,61.3,Umido,1,0,22.1,0,6.56
1376,50,Bengala,Maschio,0.13,60.2,21.0,4.1,65.4,Secco,0,1,11.8,1,5.47
1377,7,Bengala,Maschio,0.15,45.6,17.8,4.4,100.7,Umido,0,1,16.2,1,4.17
1378,32,Siamese,Femmina,0.1,49.5,28.1,2.3,81.5,Misto,0,1,13.4,1,4.7
1379,100,Europeo,Femmina,0.12,61.4,35.0,4.5,63.5,Secco,0,0,13.3,0,6.88
1380,41,Siamese,Femmina,0.12,53.8,31.6,4.5,79.6,Umido,0,1,19.7,1,5.32
1381,41,Maine Coon,Femmina,0.08,57.2,26.8,5.0,59.7,Misto,1,1,14.7,0,5.4
1382,31,Bengala,Maschio,0.13,48.0,25.2,3.5,77.2,Misto,0,1,16.9,1,4.48
1383,48,Europeo,Femmina,0.15,34.0,27.7,4.0,68.6,Misto,0,1,8.9,1,4.57
1384,32,Maine Coon,Maschio,0.15,56.4,31.6,5.1,96.4,Misto,1,1,26.7,1,5.25
1385,74,Maine Coon,Femmina,0.16,50.7,22.4,2.4,97.7,Misto,1,1,19.8,1,6.04
1386,25,Europeo,Femmina,0.08,41.3,22.4,1.3,29.5,Umido,0,0,25.0,1,4.5
1387,16,Maine Coon,Femmina,0.15,49.0,23.9,2.3,86.7,Misto,1,1,24.4,1,4.74
1388,79,Europeo,Maschio,0.12,54.2,27.7,3.0,39.9,Secco,0,1,23.9,1,6.36
1389,109,Europeo,Maschio,0.15,50.7,30.2,5.6,91.3,Umido,0,0,16.8,1,6.76
1390,43,Persiano,Femmina,0.11,40.3,27.0,7.0,125.8,Umido,1,0,18.2,1,5.54
1391,11,Siamese,Femmina,0.11,49.4,28.9,2.6,78.2,Misto,0,1,13.0,0,4.22
1392,77,Maine Coon,Femmina,0.1,46.8,20.0,3.9,92.9,Misto,1,1,18.4,1,6.52
1393,28,Maine Coon,Maschio,0.14,48.6,18.4,3.2,101.1,Umido,1,0,11.8,1,4.94
1394,52,Persiano,Maschio,0.13,52.8,24.3,4.7,104.9,Secco,1,1,25.1,1,5.27
1395,95,Persiano,Maschio,0.1,61.3,34.1,4.4,105.5,Umido,1,1,22.5,0,7.05
1396,51,Persiano,Femmina,0.08,64.9,24.3,2.7,94.1,Umido,1,1,21.1,1,6.19
1397,112,Bengala,Maschio,0.13,57.9,30.4,3.1,71.1,Misto,0,1,15.2,1,6.97
1398,17,Bengala,Femmina,0.13,43.7,26.5,3.8,100.5,Secco,0,1,23.8,1,4.67
1399,95,Bengala,Maschio,0.1,66.1,31.3,5.8,121.4,Misto,0,0,10.1,1,6.72
1400,18,Europeo,Femmina,0.1,54.1,33.7,3.0,95.7,Misto,0,0,17.5,0,4.97
1401,109,Maine Coon,Femmina,0.13,57.1,33.9,1.7,87.2,Misto,1,1,18.8,0,7.58
1402,67,Siamese,Maschio,0.16,53.4,33.3,6.0,58.5,Misto,0,1,26.1,0,6.09
1403,87,Europeo,Femmina,0.11,53.9,28.7,4.7,68.1,Secco,0,1,11.5,1,6.92
1404,94,Maine Coon,Femmina,0.1,55.5,37.1,2.3,70.2,Misto,1,0,24.8,0,7.44
1405,102,Maine Coon,Femmina,0.13,54.5,30.5,4.5,67.0,Misto,1,1,23.8,0,7.23
1406,116,Persiano,Maschio,0.13,49.8,21.0,5.2,87.1,Secco,1,1,24.1,1,7.65
1407,109,Persiano,Femmina,0.11,56.0,42.7,4.1,69.6,Umido,1,1,15.1,1,7.56
1408,65,Europeo,Maschio,0.16,63.8,28.5,6.0,109.3,Misto,0,1,20.2,1,6.78
1409,48,Persiano,Maschio,0.14,44.1,30.0,4.8,81.6,Umido,1,1,22.5,1,5.95
1410,81,Maine Coon,Femmina,0.11,51.2,23.7,4.5,66.7,Misto,1,1,19.5,1,6.42
1411,113,Persiano,Maschio,0.09,50.1,41.6,4.3,70.1,Misto,1,0,19.8,1,7.6
1412,105,Bengala,Femmina,0.15,63.6,26.3,4.2,89.8,Secco,0,1,20.4,0,7.73
1413,117,Persiano,Maschio,0.14,62.5,28.9,5.3,85.0,Secco,1,1,14.8,1,7.57
1414,73,Maine Coon,Femmina,0.11,43.4,21.0,3.8,88.4,Umido,1,0,14.7,1,5.89
1415,10,Europeo,Maschio,0.13,31.9,27.3,5.4,85.9,Misto,0,0,21.9,1,4.23
1416,42,Siamese,Femmina,0.12,55.3,25.7,4.5,123.4,Secco,0,1,15.0,1,5.08
1417,77,Persiano,Femmina,0.13,43.3,21.1,4.2,105.5,Misto,1,1,19.7,1,6.55
1418,111,Maine Coon,Femmina,0.1,61.9,30.2,3.5,69.8,Misto,1,1,11.6,1,7.67
1419,118,Siamese,Femmina,0.1,52.3,31.4,3.6,48.3,Umido,0,1,16.9,0,7.31
1420,97,Siamese,Maschio,0.14,59.6,28.6,4.5,81.8,Misto,0,0,25.5,0,7.24
1421,36,Bengala,Maschio,0.14,51.7,17.7,5.5,68.3,Secco,0,1,19.1,1,5.0
1422,14,Siamese,Femmina,0.11,42.6,27.2,4.8,55.0,Umido,0,0,24.0,0,3.89
1423,56,Maine Coon,Maschio,0.11,44.4,21.5,2.9,98.6,Secco,1,0,26.4,1,5.07
1424,34,Maine Coon,Femmina,0.14,52.4,31.1,1.6,83.0,Umido,1,1,22.5,1,5.06
1425,83,Persiano,Femmina,0.11,48.5,26.4,5.1,112.7,Umido,1,1,20.2,1,6.41
1426,45,Persiano,Maschio,0.12,57.3,31.9,8.0,94.5,Misto,1,0,17.5,0,5.38
1427,46,Persiano,Maschio,0.12,43.8,27.4,3.6,82.8,Umido,1,0,16.9,0,5.18
1428,91,Siamese,Femmina,0.09,56.6,29.9,3.3,61.1,Umido,0,1,16.4,0,7.15
1429,16,Siamese,Maschio,0.12,43.9,32.2,5.2,77.9,Misto,0,1,23.5,0,4.16
1430,28,Bengala,Femmina,0.12,47.8,22.3,2.7,49.5,Umido,0,0,19.1,0,4.14
1431,6,Persiano,Maschio,0.13,40.7,19.8,6.2,113.2,Umido,1,1,22.3,0,4.19
1432,51,Europeo,Maschio,0.12,48.8,30.3,4.6,62.9,Secco,0,1,26.2,1,6.22
1433,106,Bengala,Maschio,0.16,37.7,23.7,4.0,92.4,Secco,0,1,27.7,0,6.68
1434,26,Europeo,Maschio,0.14,41.9,22.3,2.8,80.7,Misto,0,0,21.5,0,3.9
1435,95,Siamese,Maschio,0.12,50.4,21.9,5.3,98.4,Umido,0,1,21.5,0,7.32
1436,115,Bengala,Femmina,0.12,56.0,36.5,3.3,87.3,Misto,0,1,17.0,1,7.5
1437,41,Bengala,Maschio,0.16,58.2,22.0,5.1,63.7,Misto,0,1,22.7,1,4.9
1438,59,Maine Coon,Maschio,0.14,46.0,24.7,4.6,82.5,Misto,1,0,13.8,0,5.8
1439,92,Siamese,Femmina,0.1,64.1,23.1,5.9,117.1,Secco,0,1,18.5,1,7.19
1440,62,Siamese,Femmina,0.14,45.2,26.2,4.2,71.9,Misto,0,0,12.9,0,5.88
1441,6,Bengala,Femmina,0.14,37.8,24.6,8.7,120.5,Umido,0,1,11.5,1,4.37
1442,68,Siamese,Maschio,0.15,38.6,32.5,4.8,102.8,Secco,0,0,19.6,0,5.79
1443,59,Bengala,Maschio,0.11,55.1,21.3,4.2,91.2,Secco,0,0,13.1,0,5.85
1444,60,Maine Coon,Femmina,0.11,51.6,25.0,3.4,72.0,Secco,1,1,15.3,1,5.93
1445,45,Bengala,Femmina,0.1,53.3,34.4,5.3,96.0,Umido,0,1,20.2,1,5.93
1446,20,Siamese,Femmina,0.13,47.9,31.2,3.5,76.8,Misto,0,1,22.8,1,5.04
